,name,day,time,statement,topics
1427,Society of Physics Students,2,1800,The Society of Physics Students at Ohio State exists to build a stronger community among students who are interested in the physical science...,"{'Academic/College', 'Special Interest', 'Columbus'}"
1428,Society of Professional Engineers at The Ohio State University,3,700,The organization will act as a resource for engineering students in all discipline areas. We will host several events and activities that al...,"{'Technology', 'Academic/College', 'Columbus', 'Community Service/Service Learning'}"
1429,Society of Sisters,3,1354,"Society of Sisters functions to unite young women on The Ohio State University’s campus, promote a collaborative sense of sisterhood, and fo...","{'Ethnic/Cultural', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1430,Society of Women Engineers,3,700,Empower women to achieve their full potential in careers as engineers and leaders; expand the image of the engineering and technology profes...,"{'Awareness/Activism', 'Community Service/Service Learning', 'Columbus', 'Academic/College', 'Technology'}"
1431,Sociology and Criminology Club,1,1800,Sociology and Criminology Club is a club for students majoring in Sociology and/or Criminology or those simply interested in the field. Our ...,"{'Academic/College', 'Special Interest', 'Columbus', 'Awareness/Activism'}"
1432,Solar Education & Outreach,4,1800,"We strive to educate ourselves, our fellow students, and the community about green energy technology and initiatives emerging in the world. ...","{'Awareness/Activism', 'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Technology'}"
1433,Somali Health Initiative for Nutrition Education,5,1300,SHINE strives to provide fun health classes in the fall to 6-8 graders at Focus Learning North Academy in Columbus which has a large Somali ...,"{'Special Interest', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1434,Somali Students' Association,3,700,"The purpose of this organization is to meet the academic, social, and cultural needs of the Somali students at OSU. It is also to promote un...","{'Ethnic/Cultural', 'Creative and Performing Arts', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1435,Sound of Science,0,1830,Sound of Science is an a cappella group devoted to having fun through making music. We perform everything from pop songs to rock classics! O...,"{'Special Interest', 'Columbus', 'Creative and Performing Arts'}"
1436,South Asian Fisher Association,3,700,This organization strives to bring together undergraduate South Asian students pursuing business majors at the Fisher College of Business. S...,"{'Academic/College', 'Ethnic/Cultural', 'Special Interest', 'Columbus'}"
1437,South Asian Theatre Alliance,0,1600,The purpose of the organization shall be to provide students at The Ohio State University with a platform to produce theatrical works. This ...,"{'Ethnic/Cultural', 'Columbus', 'Creative and Performing Arts'}"
1438,South Asians for Justice and Equity Undergraduate Chapter,3,700,Our purpose is to empower undergraduate students to use activism to help end systemic racism in America on a grassroots level through servic...,"{'Community Service/Service Learning', 'Ethnic/Cultural', 'Columbus', 'Awareness/Activism'}"
1439,Spanish and Portuguese Club,3,700,"The purpose of the organization is to promote and practice the Spanish and Portuguese languages, appreciating the cultures associated.","{'Special Interest', 'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
1440,Spanish and Portuguese Creative Writing Group,1,1330,"1.	To boost a creative space within the SPPO Department open to all students at OSU who want to write in Spanish and/or Portuguese. 
2.	To p...","{'Ethnic/Cultural', 'Creative and Performing Arts', 'Journalism', 'Columbus', 'and Creative Writing', 'Media', 'Awareness/Activism'}"
1441,Spanish and Portuguese Graduate Student Organization of The Ohio State University,3,700,"The purpose of this group is to provide a higher level of Spanish and Portuguese culture, history, and art awareness at the University as we...","{'Academic/College', 'Ethnic/Cultural', 'Columbus'}"
1442,Special Care Dentistry Association,3,1130,"The purpose of this organization is to increase awareness, promotion, and education to students regarding Special Care Dentistry. The goal i...","{'Academic/College', 'Columbus', 'Awareness/Activism', 'Community Service/Service Learning'}"
1443,Special Olympics-The Ohio State University,3,700,The Special Olympics OSU group is an organization whose purpose is to spread awareness about the Special Olympics national organization- spe...,"{'Sports and Recreation', 'Special Interest', 'Community Service/Service Learning', 'Columbus', 'Awareness/Activism'}"
1444,Speech and Debate Team at The Ohio State University,2,2000,The Speech and Debate Team at the Ohio State University comprises both the school's competitive speech and debate teams. We represent the un...,"{'Creative and Performing Arts', 'Special Interest', 'Columbus', 'Academic/College', 'Awareness/Activism'}"
1445,Speech-Language Pathology Graduate Organization,1,1845,"This organization will advance the rights, interests, and welfare of students pursuing careers in Speech-Language Pathology (SLP) at The Ohi...","{'Community Service/Service Learning', 'Academic/College', 'Columbus', 'Awareness/Activism'}"
1446,SPHINX Senior Class Honorary,0,1900,To foster a spirit which will ever remind us of the loyalty we owe our university and serve to preserve inviolate our friendship during our ...,"{'Columbus', 'Honoraries/Honor Societies'}"
1447,Spikeball Club at The Ohio State University,3,700,The Spikeball Club offers opportunities for people to play with each other as well as people to learn the game. We will be hosting introduct...,"{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1448,Spongebob Squarepants Club,4,1730,Our organization will create a sense of community among Spongebob lovers. We want to analyze the cultural impacts the show has made on our g...,"{'Special Interest', 'Columbus', 'Creative and Performing Arts', 'Community Service/Service Learning'}"
1449,Spoon University,2,1900,"Spoon is a food and lifestyle publication written by college students, for college students. We are the food resource of our generation. Che...","{'Journalism', 'Special Interest', 'Columbus', 'Media', 'and Creative Writing'}"
1450,Sport and Exercise Psychology Club,3,700,To educate and promote ways to develop healthier mindsets in both sports and everyday life. The club also expects to lend a helping hand to ...,"{'Columbus', 'Awareness/Activism', 'Sports and Recreation'}"
1451,Sport Club - Aikido Yoshokai,1,1800,The Sport Club program is designed to serve individual interests in different sports and recreational activities. Participation in the progr...,"{'Ethnic/Cultural', 'Special Interest', 'Columbus', 'Sports and Recreation'}"
1452,Sport Club - All Girl Cheer Team,0,1700,"The All Girl competitive cheerleading program is designed to serve the individual athlete's interests through practice, competition, and rec...","{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1453,Sport Club - Baseball,3,2000,The Sport Club program is designed to serve individual interests in different sports and recreational activities. Participation in the progr...,"{'Columbus', 'Sports and Recreation'}"
1454,Sport Club - Boxing,2,2030,"Our purpose as a club is to teach physical fitness, self-defense, and the value of hard work through the martial art of boxing. We strive to...","{'Columbus', 'Sports and Recreation'}"
1455,Sport Club - Buckeye Badminton Club,0,1600,"The purposes of the Buckeye Badminton Club are:

(A) To promote the game and sport of badminton 

(1) by holding regular practices and scrim...","{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1456,Sport Club - Buckeye Bowling Club,4,1800,To bring together students interested in competitive bowling to enhance their skills and learn more about the sport.,"{'Special Interest', 'Columbus', 'Awareness/Activism', 'Sports and Recreation'}"
1457,Sport Club - Buckeye Twirl,0,1730,"To present the opportunity for students who have previously twirled to continue, and foster friendships  leadership, organizational and crea...","{'Special Interest', 'Columbus', 'Creative and Performing Arts', 'Sports and Recreation'}"
1458,Sport Club - Club Football,3,700,The purpose of this club is to provide a fun but competitive and organized atmosphere for students who wish to continue their career in foot...,"{'Special Interest', 'Columbus', 'Sports and Recreation'}"
1459,Sport Club - Club Swimming at Ohio State,0,1800,The Sport Club program is designed to serve individual interests in different sports and recreational activities. Participation in the progr...,"{'Community Service/Service Learning', 'Special Interest', 'Columbus', 'Sports and Recreation'}"
1460,Sport Club - Crew Club,3,700,"The Ohio State Crew Club seeks to promote the fundamentals of rowing, as well as the principles of sportsmanship, teamwork, and good health ...","{'Columbus', 'Sports and Recreation'}"
